time,prcp,level,inflow,outflow
2013/12/15 5:00,0.8,151.4,175.8,4
2013/12/15 8:00,1.9,151.4,7.7,7.6
2013/12/15 11:00,0.8,151.39,10.5,67.6
2013/12/15 14:00,2.3,151.39,4,4
2013/12/15 17:00,3.7,151.42,175.8,4
2013/12/15 20:00,7.2,151.43,61.2,4
2013/12/15 23:00,6.6,151.43,41.8,41.8
2013/12/16 2:00,3.5,151.44,61.3,4
2013/12/16 5:00,3.2,151.47,175.8,4
2013/12/16 8:00,11.7,151.5,175.8,4
2013/12/16 11:00,10.4,151.54,233,4
2013/12/16 14:00,11.3,151.61,404.8,4
2013/12/16 17:00,6,151.7,562.9,47.5
2013/12/16 20:00,11.8,151.83,744.4,0
2013/12/16 23:00,7.3,151.96,770.4,25.9
2013/12/17 2:00,3.4,152.14,1041.4,0
2013/12/17 5:00,2.1,152.3,928.5,0
2013/12/17 8:00,2.3,152.43,762.5,8.1
2013/12/17 11:00,4.4,152.5,666.6,260.3
2013/12/17 14:00,8.7,152.6,756.9,176.6
2013/12/17 17:00,5.3,152.71,688.3,49.8
2013/12/17 20:00,4.1,152.82,824,185.6
2013/12/17 23:00,0.5,152.95,960.3,205.8
2013/12/18 2:00,,153.09,837.1,17.7
2013/12/18 5:00,0.1,153.21,705.7,0
2013/12/18 8:00,,153.29,542.3,72
2013/12/18 11:00,,153.32,539.5,363
2013/12/18 14:00,,153.39,445.1,33.5
2013/12/18 17:00,,153.45,235.2,0
2013/12/18 20:00,,153.5,294,0
2013/12/18 23:00,,153.56,352.8,0
2013/12/19 2:00,,153.6,235.3,0
2013/12/19 5:00,,153.64,235.1,0
2013/12/19 8:00,,153.68,235.1,0
2013/12/19 11:00,,153.68,247.1,247.1
2013/12/19 14:00,,153.7,117.6,0
2013/12/19 17:00,,153.73,176.4,0
2013/12/19 20:00,,153.75,117.6,0
