time,prcp,level,inflow,outflow
2012/3/2 5:00,0.69,148.49,165.043667,0
2012/3/2 8:00,2.04,148.52,165.066333,0
2012/3/2 11:00,7.56,148.55,269.13,104.063667
2012/3/2 14:00,2.73,148.56,243.382333,188.382667
2012/3/2 17:00,1.61,148.57,243.498,188.407667
2012/3/2 20:00,3.88,148.58,243.409,188.409667
2012/3/2 23:00,2.55,148.61,352.201,187.134667
2012/3/3 2:00,3.86,148.64,243.785667,78.742
2012/3/3 5:00,1.66,148.7,330.109667,0
2012/3/3 8:00,9.43,148.8,550.311,0
2012/3/3 11:00,5.61,148.93,876.627667,161.431333
2012/3/3 14:00,4.52,149.07,962.198333,186.736
2012/3/3 17:00,6.06,149.22,1021.388667,185.207
2012/3/3 20:00,1.85,149.34,854.231667,185.331333
2012/3/3 23:00,0.22,149.43,687.108667,185.422333
2012/3/4 2:00,0,149.53,742.933,185.478667
2012/3/4 5:00,0,149.61,631.521667,185.581
2012/3/4 8:00,0.46,149.67,520.069667,185.597333
2012/3/4 11:00,0.96,149.72,464.264,185.514
2012/3/4 14:00,4.09,149.76,408.548667,185.612
2012/3/4 17:00,2.61,149.79,352.829333,185.615333
2012/3/4 20:00,2.43,149.84,464.433,185.683
2012/3/4 23:00,1.29,149.85,241.463667,185.650333
2012/3/5 2:00,0.48,149.88,352.972667,185.736333
2012/3/5 5:00,0.07,149.91,353.021333,185.785
2012/3/5 8:00,7.3,149.93,325.896,214.473
2012/3/5 11:00,11.29,149.95,485.091,373.577333
2012/3/5 14:00,3.27,150,609.946333,331.241667
2012/3/5 17:00,3.33,150.08,823.596333,371.732667
2012/3/5 20:00,0.14,150.17,849.916,341.538333
2012/3/5 23:00,0,150.25,829.764667,377.878333
2012/3/6 2:00,0,150.32,773.499667,378.059333
2012/3/6 5:00,0,150.38,717.103333,378.177667
2012/3/6 8:00,0.06,150.41,547.64,378.188
2012/3/6 11:00,0,150.42,430.557333,374.088
2012/3/6 14:00,0.05,150.46,527.901,301.935
2012/3/6 17:00,4.51,150.48,486.060333,373.167667
2012/3/6 20:00,7.35,150.49,434.213667,377.677
2012/3/6 23:00,11.9,150.51,490.936,378.021333
2012/3/7 2:00,9.7,150.57,717.126,378.177333
2012/3/7 5:00,6.87,150.69,1056.235667,378.384
2012/3/7 8:00,2.44,150.83,1169.407333,378.640333
2012/3/7 11:00,0,150.99,1282.505333,378.710667
2012/3/7 14:00,0.13,151.15,1294.456,379.155
2012/3/7 17:00,0.6,151.29,1181.098333,379.480667
2012/3/7 20:00,2,151.4,999.462333,369.692333
2012/3/7 23:00,0.06,151.45,656.135,369.834667
2012/3/8 2:00,4.7,151.51,713.587667,370.027333
2012/3/8 5:00,2.34,151.56,656.433667,370.133667
2012/3/8 8:00,0.41,151.59,541.895333,370.115
2012/3/8 11:00,0,151.62,541.859667,370.102
2012/3/8 14:00,0.08,151.65,491.777667,319.997667
2012/3/8 17:00,4.01,151.67,429.585,372.347667
2012/3/8 20:00,5.65,151.67,372.532667,372.532667
2012/3/8 23:00,3.69,151.71,598.494667,369.409667
2012/3/9 2:00,0.79,151.76,659.278,373.045667
2012/3/9 5:00,0.2,151.79,544.962333,373.204667
2012/3/9 8:00,0.16,151.83,602.313,373.227667
2012/3/9 11:00,0,151.86,544.949333,373.169333
2012/3/9 14:00,0.96,151.88,487.896333,373.353333
2012/3/9 17:00,0.64,151.9,487.665667,373.213667
2012/3/9 20:00,0.24,151.92,487.889,373.346333
2012/3/9 23:00,0.14,151.9,411.168333,525.711333
2012/3/10 2:00,0,151.88,385.783667,500.236
2012/3/10 5:00,0,151.87,313.337667,370.642667
2012/3/10 8:00,0,151.85,332.515667,446.990667
2012/3/10 11:00,0.27,151.82,381.011333,552.768667
2012/3/10 14:00,0.15,151.78,323.738667,552.824
2012/3/10 17:00,0,151.72,211.365667,554.903
,,,,
,,,,
