time,prcp,level,inflow,outflow
2013/5/15 8:00,0.13,150.44,4,4
2013/5/15 11:00,3.53,150.45,186.5,130.1
2013/5/15 14:00,0.96,150.48,127.2,14.3
2013/5/15 17:00,11.2,150.49,275.9,163
2013/5/15 20:00,3.81,150.47,75.4,188.4
2013/5/15 23:00,0.89,150.47,188.4,188.4
2013/5/16 2:00,0.27,150.48,244.9,188.5
2013/5/16 5:00,1.53,150.48,188.4,188.4
2013/5/16 8:00,0.79,150.47,247.9,247.9
2013/5/16 11:00,2.44,150.44,140.8,366.6
2013/5/16 14:00,16.03,150.46,252.7,139.7
2013/5/16 17:00,13.62,150.51,467.8,185.4
2013/5/16 20:00,4.61,150.64,863.4,185.6
2013/5/16 23:00,1.3,150.79,1033,185.8
2013/5/17 2:00,1.11,150.92,889.7,98.9
2013/5/17 5:00,0.54,151.03,627.6,4
2013/5/17 8:00,0,151.12,541.8,26.5
2013/5/17 11:00,0.06,151.18,527.2,240.9
2013/5/17 14:00,0.17,151.24,586.1,185.3
2013/5/17 17:00,0.07,151.28,411.8,182.8
2013/5/17 20:00,,151.3,297.4,182.8
2013/5/17 23:00,,151.32,370.7,256.2
2013/5/18 2:00,,151.32,368.1,368.1
2013/5/18 5:00,,151.35,243.6,71.9
2013/5/18 8:00,,151.39,231.7,60
2013/5/18 11:00,,151.4,295.9,181.5
2013/5/18 14:00,,151.42,296.1,181.5
2013/5/18 17:00,,151.43,238.8,181.6
2013/5/18 20:00,,151.45,296.1,181.6
2013/5/18 23:00,,151.48,278.3,163.7
2013/5/19 2:00,,151.5,376.9,147.9
2013/5/19 5:00,,151.55,233.1,4
2013/5/19 8:00,,151.59,233,4
,,,,
,,,,
,,,,
,,,,
,,,,
