time,prcp,level,outflow,inflow
2026/8/8 2:00,0,150.96,554.5,99.7
2026/8/8 5:00,0.07,150.87,557.7,49.2
2026/8/8 8:00,5.27,150.8,557.3,161.9
2026/8/8 11:00,13.96,150.71,554.8,46.5
2026/8/8 14:00,15.77,150.69,504.6,391.6
2026/8/8 17:00,18.14,150.63,560.7,221.8
2026/8/8 20:00,10.01,150.66,560.9,730.4
2026/8/8 23:00,43.98,150.85,558.6,1631.8
2026/8/9 2:00,50.88,151.5,556.5,4266.6
2026/8/9 5:00,35.92,152.66,552.1,7245
2026/8/9 8:00,27.75,153.85,514.1,7485.5
2026/8/9 11:00,10.29,154.89,511.5,6695.8
2026/8/9 14:00,11.61,155.63,525.8,4983.2
2026/8/9 17:00,3.17,156.21,535.8,4052.3
2026/8/9 20:00,2.47,156.6,532.3,2916.1
2026/8/9 23:00,4.65,156.84,529.6,1996.5
2026/8/10 2:00,9.05,157.02,479.5,1581.3
2026/8/10 5:00,9.69,157.18,433.2,1423.4
2026/8/10 8:00,6.17,157.42,518.9,2004.4
2026/8/10 11:00,0.06,157.69,527.3,2198.6
2026/8/10 14:00,0.21,157.93,445.3,1930.7
2026/8/10 17:00,0.21,158.07,517.2,1389.2
2026/8/10 20:00,0.72,158.17,459.6,1086.2
2026/8/10 23:00,0.81,158.22,495,808.3
2026/8/11 2:00,0.34,158.26,525.5,776.1
2026/8/11 5:00,0,158.27,525.5,588.3
2026/8/11 8:00,0,158.28,525.5,588.1
2026/8/11 11:00,0.13,158.27,525.4,462.7
2026/8/11 14:00,0.26,158.27,504,504
2026/8/11 17:00,0,158.25,522.6,397.3
2026/8/11 20:00,0,158.22,520.1,332.1
2026/8/11 23:00,0.17,158.19,523.3,335.3
2026/8/12 2:00,0,158.16,523.3,335.3
2026/8/12 5:00,0.2,158.12,523.1,272.4
