time,prcp,level,inflow,outflow
2024/6/10 5:00,2.2,153.85,312.7,547.9
2024/6/10 8:00,5.53,153.82,371.2,547.7
2024/6/10 11:00,1.58,153.79,371.3,547.8
2024/6/10 14:00,7.63,153.79,517.8,517.8
2024/6/10 17:00,22.62,153.87,723.3,252.8
2024/6/10 20:00,9.7,154.04,1324.4,321.7
2024/6/10 23:00,3.8,154.3,1653.3,104.2
2024/6/11 2:00,3.09,154.54,1829.9,400.2
2024/6/11 5:00,4.74,154.76,1851.6,540.9
2024/6/11 8:00,3.03,154.92,1494.6,541.3
2024/6/11 11:00,5.34,155.07,1412.1,513.1
2024/6/11 14:00,12.71,155.24,1522.8,496.8
2024/6/11 17:00,6.86,155.54,2352.8,542.4
2024/6/11 20:00,6.29,155.82,2232.6,542.7
2024/6/11 23:00,3.77,156.02,1750.2,541.7
2024/6/12 2:00,0.07,156.16,1396.5,540.8
2024/6/12 5:00,0.55,156.26,1152.3,541.1
2024/6/12 8:00,1.11,156.33,967.2,539.2
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
