time,prcp,level,outflow,inflow
2015/12/22 2:00,0.06,158.87,150.9,25.6
2015/12/22 5:00,0.37,158.89,4,129.3
2015/12/22 8:00,0.58,158.89,4,4
2015/12/22 11:00,0.18,158.9,54.8,117.4
2015/12/22 14:00,3.19,158.91,2.7,65.4
2015/12/22 17:00,2.41,158.93,4,129.3
2015/12/22 20:00,10.65,158.94,4,66.7
2015/12/22 23:00,10.55,158.97,59.1,247.1
2015/12/23 2:00,3.29,158.98,148.6,211.2
2015/12/23 5:00,2.55,159.04,4,383.1
2015/12/23 8:00,3.95,159.07,68.9,259.3
2015/12/23 11:00,3.33,159.08,283.1,346.5
2015/12/23 14:00,3.04,159.08,315.6,315.6
2015/12/23 17:00,2.48,159.09,304.1,367.5
2015/12/23 20:00,5.15,159.11,281.9,408.8
2015/12/23 23:00,8.29,159.16,226.5,543.7
2015/12/24 2:00,5.15,159.24,91.2,598.8
2015/12/24 5:00,8.59,159.37,4,828.7
2015/12/24 8:00,8.7,159.51,6.9,895.1
2015/12/24 11:00,0.98,159.63,357.5,1118.9
2015/12/24 14:00,0.48,159.77,314.2,1202.4
2015/12/24 17:00,,159.85,512.3,1019.9
2015/12/24 20:00,0.48,159.91,510.2,890.8
2015/12/24 23:00,1.03,159.95,511.6,765.3
2015/12/25 2:00,0.55,159.96,517.2,580.7
2015/12/25 5:00,0.14,159.98,377.6,504.4
2015/12/25 8:00,0.13,159.98,503.1,503.1
2015/12/25 11:00,,159.96,515.5,388.7
2015/12/25 14:00,,159.95,505.8,442.3
2015/12/25 17:00,,159.92,514.4,324.1
2015/12/25 20:00,,159.89,514.5,324.2
2015/12/25 23:00,,159.85,514.1,260.4
2015/12/26 2:00,,159.82,514.1,323.8
2015/12/26 5:00,,159.78,513.9,260.1
2015/12/26 8:00,,159.73,509.1,191.9
2015/12/26 11:00,,159.69,518.8,265.1
2015/12/26 14:00,,159.67,361.8,234.9
2015/12/26 17:00,,159.66,349.3,285.8
2015/12/26 20:00,0.32,159.64,349.3,222.4
2015/12/26 23:00,1.1,159.62,349.3,222.4
2015/12/27 2:00,1.54,159.62,232,232
2015/12/27 5:00,1.93,159.66,4,257.8
2015/12/27 8:00,0.62,159.69,5.9,196.2
