time,prcp,level,inflow,outflow
2013/8/30 8:00,0.6,152.22,116,
2013/8/30 11:00,23.13,152.3,626.8,162.5
2013/8/30 14:00,21.66,152.51,1297.1,78.6
2013/8/30 17:00,22.53,152.83,2041.8,184.8
2013/8/30 20:00,2.89,153.26,2549.6,34.2
2013/8/30 23:00,0.47,153.48,1477.2,183.5
2013/8/31 2:00,,153.65,1026.1,26.4
2013/8/31 5:00,,153.78,764.5,0
2013/8/31 8:00,,153.87,567.2,37.9
2013/8/31 11:00,,153.91,412.4,177.2
2013/8/31 14:00,,153.99,470.5,0
2013/8/31 17:00,,154.06,416.2,0
2013/8/31 20:00,,154.11,300.7,2.8
2013/8/31 23:00,,154.16,301.9,4
2013/9/1 2:00,,154.2,242.2,4
2013/9/1 5:00,,154.24,242.4,4
2013/9/1 8:00,,154.28,242.3,4
2013/9/1 11:00,,154.31,182.7,4
2013/9/1 14:00,,154.34,182.7,4
2013/9/1 17:00,,154.37,182.7,4
2013/9/1 20:00,,154.4,182.7,4
2013/9/1 23:00,,154.43,182.7,4
2013/9/2 2:00,,154.45,123.2,4
2013/9/2 5:00,,154.48,182.7,4
2013/9/2 8:00,,154.51,182.7,4
