time,prcp,level,inflow,outflow
2012/6/16 17:00,0.21,153.09,63.5,181.1
2012/6/16 20:00,0.52,153.07,63.6,181.1
2012/6/16 23:00,3.61,153.06,122.2,181.1
2012/6/17 2:00,9.66,153.06,122.2,181
2012/6/17 5:00,7.35,153.07,298.7,181.1
2012/6/17 8:00,4.22,153.05,110.4,228.1
2012/6/17 11:00,0.45,153.02,188.9,365.3
2012/6/17 14:00,0.07,152.98,131.5,365.2
2012/6/17 17:00,9.52,152.95,191,365.2
2012/6/17 20:00,28.39,153,443.8,211.6
2012/6/17 23:00,5.26,153.12,946.4,182.8
2012/6/18 2:00,0.61,153.26,1094.1,329.7
2012/6/18 5:00,2.93,153.42,1364.9,365.2
2012/6/18 8:00,1.3,153.52,953.4,365.4
2012/6/18 11:00,0.07,153.59,777.2,365.6
2012/6/18 14:00,0.42,153.65,655.4,302.7
2012/6/18 17:00,0.73,153.66,583.8,525
2012/6/18 20:00,0.54,153.71,435.7,141.6
2012/6/18 23:00,0.21,153.77,438.6,85.8
2012/6/19 2:00,2.04,153.81,417,181.8
2012/6/19 5:00,1.35,153.85,417.1,181.9
2012/6/19 8:00,2.16,153.88,358.3,181.9
2012/6/19 11:00,9.91,153.86,392.1,509.7
2012/6/19 14:00,16.27,153.85,483.7,542.4
2012/6/19 17:00,0.95,153.88,659.5,542
2012/6/19 20:00,0,154,1240.3,475.8
2012/6/19 23:00,0,154.08,1078.7,542.6
2012/6/20 2:00,0,154.16,830,472.5
2012/6/20 5:00,0,154.26,880.9,225.6
2012/6/20 8:00,0.6,154.33,689.2,272.1
2012/6/20 11:00,4.62,154.33,600.3,540.8
2012/6/20 14:00,1.29,154.33,436.5,496
2012/6/20 17:00,0.53,154.31,420.8,540
2012/6/20 20:00,0,154.29,394.3,513.5
2012/6/20 23:00,0,154.28,476.9,536.4
2012/6/21 2:00,0,154.25,357.6,536.4
2012/6/21 5:00,0,154.22,357.5,536.2
2012/6/21 8:00,0,154.19,358.5,537.2
2012/6/21 11:00,0.08,154.15,301.3,539.6
2012/6/21 14:00,0,154.11,343.1,521.8
2012/6/21 17:00,0,154.07,243.7,541.5
2012/6/21 20:00,0,154.02,246.3,544.2
2012/6/21 23:00,0,154,272.6,391.7
2012/6/22 2:00,0,153.98,246,363.6
2012/6/22 5:00,0,153.95,187.2,363.6
2012/6/22 8:00,0.21,153.93,246.8,364.5
2012/6/22 11:00,1.15,153.87,188.9,541.7
2012/6/22 14:00,7.07,153.83,269.5,504.7
2012/6/22 17:00,10.83,153.8,367.2,543.6
2012/6/22 20:00,4.83,153.78,426,543.6
2012/6/22 23:00,8.89,153.77,484.9,543.7
2012/6/23 2:00,4.66,153.79,602.5,543.8
2012/6/23 5:00,5.9,153.84,855.2,502.4
2012/6/23 8:00,4.68,153.91,837.2,425.5
2012/6/23 11:00,1.48,154.02,897,308.2
2012/6/23 14:00,1.92,154.09,785,368
2012/6/23 17:00,0.31,154.18,873.2,396.6
2012/6/23 20:00,8.64,154.29,1120.2,405.2
2012/6/23 23:00,8.2,154.38,1048.2,452.4
2012/6/24 2:00,7.22,154.58,1414,222.6
2012/6/24 5:00,2.31,154.78,1213.9,81.9
2012/6/24 8:00,3.3,154.93,1365.9,412.7
2012/6/24 11:00,0.85,155.05,1258.2,539.4
2012/6/24 14:00,9.18,155.17,1078.1,414.2
2012/6/24 17:00,0.86,155.28,1262.6,538.4
2012/6/24 20:00,0.44,155.37,1081.7,538.6
2012/6/24 23:00,0.11,155.45,1017.9,535.1
2012/6/25 2:00,0.14,155.51,803.4,501.6
2012/6/25 5:00,0,155.57,801.7,318.9
2012/6/25 8:00,0.4,155.61,656,414.7
2012/6/25 11:00,　,155.62,589.9,529.5
2012/6/25 14:00,　,155.66,486.8,305.7
2012/6/25 17:00,　,155.65,451.3,451.3
2012/6/25 20:00,　,155.66,442.8,442.8
2012/6/25 23:00,　,155.63,350.6,531.7
2012/6/26 2:00,　,155.6,350.5,531.6
2012/6/26 5:00,　,155.58,410.9,531.6
2012/6/26 8:00,　,155.55,350.4,531.5
2012/6/26 11:00,　,155.51,292,533.5
2012/6/26 14:00,　,155.51,365.3,365.3
2012/6/26 17:00,　,155.47,292.3,533.7
2012/6/26 20:00,　,155.44,336.7,517.8
2012/6/26 23:00,　,155.4,294.4,535.9
2012/6/27 2:00,　,155.37,354.8,535.8
2012/6/27 5:00,　,155.34,280,461
2012/6/27 8:00,　,155.3,281.4,462.4
,,,,
,,,,
,,,,
,,,,
,,,,
