time,prcp,level,inflow,outflow
2010/6/16 8:00,,154.35,,
2010/6/16 11:00,0.2,154.37,118,0
2010/6/16 14:00,0.5,154.39,118,0
2010/6/16 17:00,4.6,154.41,118,0
2010/6/16 20:00,10.9,154.44,183,0
2010/6/16 23:00,1.9,154.47,178,0
2010/6/17 2:00,0.1,154.51,236,0
2010/6/17 5:00,3.2,154.54,178,47.6
2010/6/17 8:00,3.5,154.57,225,256
2010/6/17 11:00,1.1,154.57,256,298
2010/6/17 14:00,4.9,154.57,297,77.7
2010/6/17 17:00,11.9,154.6,256,0
2010/6/17 20:00,20.9,154.7,592,0
2010/6/17 23:00,21.2,155.01,1835,0
2010/6/18 2:00,1.7,155.45,2617,0
2010/6/18 5:00,0.4,155.83,2260,0
2010/6/18 8:00,1.2,156.1,1669,48.1
2010/6/18 11:00,11.9,156.3,1390,171
2010/6/18 14:00,3.9,156.48,1097,0
2010/6/18 17:00,3.1,156.63,914,0
2010/6/18 20:00,,156.84,1280,0
2010/6/18 23:00,,157.03,1164,0
2010/6/19 2:00,0.2,157.17,876,0
2010/6/19 5:00,,157.29,754,0
2010/6/19 8:00,3.6,157.38,630,64.3
2010/6/19 11:00,9.6,157.42,633,382
2010/6/19 14:00,10.1,157.44,619,494
2010/6/19 17:00,11.3,157.49,808,494
2010/6/19 20:00,14.4,157.57,996,494
2010/6/19 23:00,2.7,157.79,1876,494
2010/6/20 2:00,1.8,158.14,2716,493
2010/6/20 5:00,4.6,158.39,2106,493
2010/6/20 8:00,0.9,158.6,1848,493
2010/6/20 11:00,2.3,158.74,1397,493
2010/6/20 14:00,1,158.84,1138,493
2010/6/20 17:00,0.4,158.92,1009,493
2010/6/20 20:00,0.6,158.96,751,493
2010/6/20 23:00,3.8,159,751,493
2010/6/21 2:00,1.5,159.01,557,492
2010/6/21 5:00,2.3,159.03,622,492
2010/6/21 8:00,0.9,159.04,557,492
2010/6/21 11:00,0.1,159.05,557,492
2010/6/21 14:00,13.4,159.06,560,495
2010/6/21 17:00,6.2,159.09,689,495
2010/6/21 20:00,2.3,159.12,689,495
2010/6/21 23:00,3.8,159.17,819,495
2010/6/22 2:00,0.1,159.23,755,495
2010/6/22 5:00,3.9,159.29,625,495
2010/6/22 8:00,5.6,159.38,1080,495
2010/6/22 11:00,1.9,159.44,869,480
2010/6/22 14:00,4.3,159.52,999,480
2010/6/22 17:00,1,159.58,869,480
2010/6/22 20:00,0.2,159.62,740,480
2010/6/22 23:00,2.2,159.66,740,480
2010/6/23 2:00,0.7,159.69,675,480
2010/6/23 5:00,10.3,159.71,610,480
2010/6/23 8:00,5.4,159.74,675,480
2010/6/23 11:00,0.3,159.8,869,480
2010/6/23 14:00,0.8,159.89,1064,480
2010/6/23 17:00,0.7,159.94,1004,680
2010/6/23 20:00,0.1,159.98,940,680
2010/6/23 23:00,,159.98,680,680
2010/6/24 2:00,,159.98,680,680
2010/6/24 5:00,0.7,159.97,615,680
2010/6/24 8:00,1.5,159.94,485,680
2010/6/24 11:00,3.3,159.91,485,680
2010/6/24 14:00,19.2,159.9,615,680
2010/6/24 17:00,4.5,159.92,810,680
2010/6/24 20:00,1.9,159.95,1208,847
2010/6/24 23:00,1.5,159.96,1245,1180
2010/6/25 2:00,1.9,159.95,1115,1180
2010/6/25 5:00,8.9,159.91,921,1180
2010/6/25 8:00,8.3,159.87,920,1180
2010/6/25 11:00,6.4,159.88,1250,1180
2010/6/25 14:00,1.2,159.95,1634,1180
2010/6/25 17:00,3.4,160.02,1635,1180
2010/6/25 20:00,7.8,160.07,1507,1180
2010/6/25 23:00,3.2,160.11,1442,1180
2010/6/26 2:00,0.6,160.15,1442,1180
2010/6/26 5:00,0.2,160.16,1245,1180
2010/6/26 8:00,0.1,160.15,1115,1180
2010/6/26 11:00,,160.11,918,1180
2010/6/26 14:00,2.5,160.06,853,1180
2010/6/26 17:00,2.2,159.98,657,1180
2010/6/26 20:00,5.2,159.96,583,713
2010/6/26 23:00,0.1,159.99,675,480
2010/6/27 2:00,0.1,160,545,480
2010/6/27 5:00,0.1,160.01,545,480
2010/6/27 8:00,0.7,160.02,545,480
