time,prcp,level,outflow,inflow
2016/9/27 8:00,0,154.04,104,44.4
2016/9/27 11:00,0,153.96,531.7,58.2
2016/9/27 14:00,0.07,153.94,245.9,128.3
2016/9/27 17:00,3,153.87,520.4,108.8
2016/9/27 20:00,6.34,153.89,2.8,120.4
2016/9/27 23:00,1.74,153.9,67.9,126.7
2016/9/28 2:00,5.57,153.93,8.2,184.6
2016/9/28 5:00,41.48,154.04,4,653.9
2016/9/28 8:00,39.400002,154.25,94.1,1345.3
2016/9/28 11:00,48.439999,154.91,541.7,4473.7
2016/9/28 14:00,36.57,156.09,490.8,7612.1
2016/9/28 17:00,23.35,157.32,855.6,8398.4
2016/9/28 20:00,19.200001,158.32,1762.9,7977.1
2016/9/28 23:00,10.01,159.1,1816.7,6712.6
2016/9/29 2:00,11.87,159.63,1035.7,4398
2016/9/29 5:00,14.82,159.93,1624.4,3527.5
2016/9/29 8:00,12.82,160.35,1943.7,4636.4
2016/9/29 11:00,8.35,160.57,2475.8,3889.1
2016/9/29 14:00,2.32,160.59,2973.7,3102.1
2016/9/29 17:00,2.19,160.48,3013.3,2306.7
2016/9/29 20:00,0.14,160.3,2989.5,1833.2
2016/9/29 23:00,0,160.07,2971.8,1494.2
2016/9/30 2:00,0.54,159.87,2049.6,775.1
2016/9/30 5:00,5.76,159.78,1477.4,906.5
2016/9/30 8:00,7.16,159.69,1472.8,901.8
2016/9/30 11:00,0.83,159.6,1473.4,902.6
2016/9/30 14:00,0,159.51,1469.5,898.4
2016/9/30 17:00,0,159.41,1465.1,830.7
2016/9/30 20:00,0,159.3,1459.9,762.1
2016/9/30 23:00,0,159.18,1455.4,694
2016/10/1 2:00,0,159.04,1448.5,560.4
2016/10/1 5:00,0,158.89,1440.9,497.9
2016/10/1 8:00,0.07,158.73,1432.7,430
2016/10/1 11:00,0.06,158.58,1427.1,487
2016/10/1 14:00,0,158.41,1422.6,357.3
2016/10/1 17:00,9.49,158.25,1414.9,412.3
2016/10/1 20:00,0.82,158.1,1406.4,466.4
2016/10/1 23:00,0,158.04,672.7,296.6
2016/10/2 2:00,0,158.02,526,400.7
2016/10/2 5:00,0.06,158,525.6,400.3
2016/10/2 8:00,0,157.97,521.6,335.9
2016/10/2 11:00,0,157.93,521.4,273.8
2016/10/2 14:00,0,157.89,521.3,273.7
2016/10/2 17:00,0,157.86,520.8,335.1
2016/10/2 20:00,0,157.82,523.9,276.3
2016/10/2 23:00,0,157.77,525.9,216.4
2016/10/3 2:00,0,157.72,525.7,216.2
2016/10/3 5:00,0,157.68,525.6,277.9
2016/10/3 8:00,0,157.63,525.4,216
2016/10/3 11:00,0,157.58,525.3,215.8
2016/10/3 14:00,0.07,157.53,525.1,215.6
2016/10/3 17:00,0.24,157.48,525.1,215.6
2016/10/3 20:00,1.53,157.42,524.5,153.1
2016/10/3 23:00,0.08,157.37,519,209.5
2016/10/4 2:00,0.05,157.32,522.6,213.2
2016/10/4 5:00,0,157.26,525.2,153.8
2016/10/4 8:00,0,157.21,525.9,216.5
