time,prcp,level,inflow,outflow
2012/4/12 8:00,0,150.87,67.8,11.3
2012/4/12 11:00,0,150.87,178.3,178.3
2012/4/12 14:00,6.89,150.9,281.3,111.8
2012/4/12 17:00,1.91,150.9,179.6,179.6
2012/4/12 20:00,18.79,150.91,244.5,188
2012/4/12 23:00,2.03,150.94,408.1,238.7
2012/4/13 2:00,8.65,150.96,480.4,367.4
2012/4/13 5:00,14.86,151.03,765.1,367.5
2012/4/13 8:00,1.19,151.12,882.9,367.6
2012/4/13 11:00,0.21,151.24,1040.4,353.2
2012/4/13 14:00,0.47,151.4,1083,167
2012/4/13 17:00,0.15,151.47,770.2,369.3
2012/4/13 20:00,0,151.55,644.4,186.4
2012/4/13 23:00,0,151.6,471.9,185.6
2012/4/14 2:00,0.23,151.66,529.2,185.6
2012/4/14 5:00,1.39,151.7,414.7,185.6
2012/4/14 8:00,0.06,151.73,357.5,185.7
2012/4/14 11:00,0.22,151.75,344.9,230.4
2012/4/14 14:00,0.59,151.76,314.8,257.6
2012/4/14 17:00,1.19,151.76,244.2,244.2
2012/4/14 20:00,14.1,151.77,385.6,328.3
2012/4/14 23:00,3.91,151.77,365.8,365.8
2012/4/15 2:00,2.39,151.81,594.8,365.8
2012/4/15 5:00,0,151.83,480.5,365.9
2012/4/15 8:00,0.27,151.84,423.1,365.9
2012/4/15 11:00,0,151.85,423.3,365.9
2012/4/15 14:00,0.15,151.89,480.5,251.5
2012/4/15 17:00,19.4,151.92,540.1,368.3
2012/4/15 20:00,0.93,151.99,769.4,368.6
2012/4/15 23:00,0.28,152.08,827.6,306.2
2012/4/16 2:00,0.2,152.2,865.6,169.2
2012/4/16 5:00,0.13,152.31,638.4,0
2012/4/16 8:00,0.06,152.41,607.7,27.3
2012/4/16 11:00,0.08,152.5,701.2,179
2012/4/16 14:00,0,152.56,464.1,116
2012/4/16 17:00,0,152.6,416.6,184.5
2012/4/16 20:00,0,152.63,358.6,184.5
2012/4/16 23:00,0,152.66,358.6,184.5
2012/4/17 2:00,0,152.68,300.6,184.6
2012/4/17 5:00,0,152.7,300.7,184.6
2012/4/17 8:00,0.14,152.72,300.3,184.2
2012/4/17 11:00,0,152.72,257.4,257.4
2012/4/17 14:00,0,152.73,304.1,246.1
2012/4/17 17:00,0.26,152.72,287.2,345.1
2012/4/17 20:00,0.25,152.72,181,181
2012/4/17 23:00,0.06,152.7,181,297
2012/4/18 2:00,0,152.69,234.7,292.7
2012/4/18 5:00,0,152.69,182.4,182.4
2012/4/18 5:00,0,152.7,240.3,182.3
