time,prcp,level,outflow,inflow
2014/6/29 8:00,0.2,155.79,290.2,410.8
2014/6/29 11:00,,155.76,530.9,349.8
2014/6/29 14:00,,155.78,152.9,273.6
2014/6/29 17:00,0.1,155.8,218.5,339.2
2014/6/29 20:00,12.1,155.83,277.7,458.8
2014/6/29 23:00,16,155.88,408.7,710.5
2014/6/30 2:00,8.9,155.97,61.5,604.7
2014/6/30 5:00,,156.17,4,1224.1
2014/6/30 8:00,,156.31,224.8,1080.5
2014/6/30 11:00,,156.35,529.3,773.9
2014/6/30 14:00,0.1,156.38,462.1,645.5
2014/6/30 17:00,3.7,156.41,529.2,712.5
2014/6/30 20:00,9.2,156.53,417.6,1151
2014/6/30 23:00,1,156.65,528,1261.4
2014/7/1 2:00,,156.72,529.6,957.5
2014/7/1 5:00,,156.73,529.7,590.8
2014/7/1 8:00,0.2,156.74,529.7,590.9
2014/7/1 11:00,,156.73,529.7,468.5
2014/7/1 14:00,2.2,156.72,514,452.8
2014/7/1 17:00,2.9,156.75,532.5,715.9
2014/7/1 20:00,0.2,156.78,333.4,516.8
2014/7/1 23:00,,156.77,530.8,469.7
2014/7/2 2:00,,156.74,530.7,347.3
2014/7/2 5:00,,156.7,530.6,286.1
2014/7/2 8:00,,156.67,530.4,347
2014/7/2 11:00,,156.64,520.5,337.2
2014/7/2 14:00,,156.6,523.6,279.1
2014/7/2 17:00,0.1,156.55,531.2,225.5
2014/7/2 20:00,,156.5,528.8,223.2
2014/7/2 23:00,0.8,156.46,528.1,283.7
2014/7/3 2:00,0.1,156.4,528,161.2
2014/7/3 5:00,2.6,156.36,527.9,283.4
2014/7/3 8:00,,156.31,527.7,222.1
