time,prcp,level,inflow,outflow
2021/5/18 2:00,28.4,141.08,249.9,0
2021/5/18 5:00,3.4,141.16,402.8,3
2021/5/18 8:00,2.6,141.23,350,0.2
2021/5/18 11:00,1.6,141.4,849.6,0
2021/5/18 14:00,5.6,141.56,799.6,0
2021/5/18 17:00,3.2,141.72,799.6,0
2021/5/18 20:00,7.7,141.86,699.7,0
2021/5/18 23:00,2.1,142.01,750.4,0
2021/5/19 2:00,0,142.15,709.7,0
2021/5/19 5:00,3.4,142.27,611.2,2.8
2021/5/19 8:00,1,142.38,561.7,4
2021/5/19 11:00,11.7,142.49,561.7,4
2021/5/19 14:00,8.3,142.57,409.6,4
2021/5/19 17:00,0.9,142.75,915.4,2.9
2021/5/19 20:00,0.5,142.91,811.2,0
2021/5/19 23:00,3.4,143.09,919,0
2021/5/20 2:00,4,143.25,822.7,0
2021/5/20 5:00,13.8,143.38,671.4,2.9
2021/5/20 8:00,14.9,143.55,878.1,4
2021/5/20 11:00,7.5,143.81,1337.5,0.7
2021/5/20 14:00,1,144.15,1759.1,0
2021/5/20 17:00,4.3,144.49,1772.8,0
2021/5/20 20:00,8.3,144.81,1668.4,0
2021/5/20 23:00,0,145.1,1519.3,0
2021/5/21 2:00,0.1,145.34,1268.6,0
2021/5/21 5:00,7.1,145.55,1110.1,0
2021/5/21 8:00,37.2,145.85,1585.9,0
2021/5/21 11:00,21.7,146.51,3525.5,0
2021/5/21 14:00,3.2,147.24,3928.8,0
2021/5/21 17:00,1.5,147.88,3475.4,0
2021/5/21 20:00,2.1,148.33,2467.4,0
2021/5/21 23:00,5.2,148.63,1650.7,0
2021/5/22 2:00,1.1,148.89,1430.5,0
2021/5/22 5:00,11.1,149.12,1274.2,0
2021/5/22 8:00,15.1,149.37,1393.7,0
2021/5/22 11:00,14,149.67,1916.9,244.6
2021/5/22 14:00,12.2,150.07,2551,316
2021/5/22 17:00,3.9,150.54,3104.6,449.8
2021/5/22 20:00,3.9,151.01,3028.3,372.8
2021/5/22 23:00,0.1,151.35,2319.2,372.4
2021/5/23 2:00,0.2,151.61,1860.2,371.5
2021/5/23 5:00,0.2,151.79,1402.5,371.9
2021/5/23 8:00,,151.93,1173.2,371.6
2021/5/23 11:00,,151.99,873.4,529.8
2021/5/23 14:00,,152.03,770.6,539.3
2021/5/23 17:00,0.1,152.05,664.5,548.4
2021/5/23 20:00,5.1,152.04,485.9,544
2021/5/23 23:00,0.8,152.03,482.8,540.8
2021/5/24 2:00,,152.02,482.8,540.8
2021/5/24 5:00,0.9,152,424.6,540.7
2021/5/24 8:00,11.5,151.98,429.8,544.4
2021/5/24 11:00,9.5,151.97,490,547.3
2021/5/24 14:00,3.6,151.99,602.2,487.7
2021/5/24 17:00,2.5,152.08,898.9,377.4
2021/5/24 20:00,0.5,152.2,1065.4,369.1
2021/5/24 23:00,0.1,152.3,948.8,368.4
2021/5/25 2:00,,152.4,948.9,368.7
2021/5/25 5:00,0.1,152.47,775,368.7
2021/5/25 8:00,,152.52,659.1,368.9
2021/5/25 11:00,,152.56,600.3,368.2
2021/5/25 14:00,,152.59,582.3,408.2
2021/5/25 17:00,,152.62,536.2,362.1
2021/5/25 20:00,0.1,152.63,424.6,366.5
2021/5/25 23:00,,152.63,366.5,366.5
2021/5/26 2:00,,152.62,308.4,366.4
2021/5/26 5:00,,152.62,366.5,366.5
2021/5/26 8:00,,152.6,325.3,441.3
2021/5/26 11:00,,152.56,316.4,548.6
2021/5/26 14:00,,152.51,253.5,543.7
2021/5/26 17:00,,152.47,316.4,548.5
2021/5/26 20:00,,152.43,309.7,541.9
2021/5/26 23:00,,152.4,205.5,379.5
