time,prcp,level,outflow,inflow
2026/8/11 2:00,,,,
2026/8/11 5:00,0.75,153.01,0,232.9
2026/8/11 8:00,3.48,153.04,0,176.4
2026/8/11 11:00,0.69,153.03,253.5,194.8
2026/8/11 14:00,2.58,153.03,142.6,142.6
2026/8/11 17:00,1.68,153,364.6,188.2
2026/8/11 20:00,7.78,153.04,30.9,266.1
2026/8/11 23:00,22.53,153.12,61.1,531.6
2026/8/12 2:00,7.19,153.22,110.5,698.5
2026/8/12 5:00,13.73,153.34,0,705.6
2026/8/12 8:00,2.83,153.46,51.9,757.6
2026/8/12 11:00,0.35,153.64,310.2,1368.6
2026/8/12 14:00,0.4,153.82,3.8,1062.3
2026/8/12 17:00,0.12,153.96,22,845.3
2026/8/12 20:00,1.52,154.07,0,652.2
2026/8/12 23:00,2,154.14,60.4,477.4
2026/8/13 2:00,0.06,154.2,38.6,396.1
2026/8/13 5:00,,154.25,0,297.9
2026/8/13 8:00,,154.3,0,297.9
2026/8/13 11:00,,154.33,115.1,293.8
2026/8/13 14:00,,154.38,39.5,337.4
2026/8/13 17:00,,154.39,177.9,237.4
2026/8/13 20:00,,154.42,89.8,268.5
2026/8/13 23:00,,154.41,307.5,247.9
2026/8/14 2:00,,154.35,511.5,154.1
