time,prcp,level,outflow,inflow
2015/7/1 17:00,0.25,151.55,175.6,61
2015/7/1 20:00,4.11,151.54,7.5,-49.8
2015/7/1 23:00,3,151.51,225,53.2
2015/7/2 2:00,0.35,151.54,0,171.8
2015/7/2 5:00,0.68,151.55,0,57.3
2015/7/2 8:00,1.53,151.56,0,57.2
2015/7/2 11:00,5.32,151.57,0,57.3
2015/7/2 14:00,2,151.59,0,114.5
2015/7/2 17:00,2.81,151.6,2.4,59.7
2015/7/2 20:00,11.87,151.63,4,175.8
2015/7/2 23:00,2.28,151.66,4,175.8
2015/7/3 2:00,1.13,151.7,4,233
2015/7/3 5:00,1.02,151.73,4,175.8
2015/7/3 8:00,4.96,151.77,4,233.1
2015/7/3 11:00,2.41,151.79,215.9,330.4
2015/7/3 14:00,7.31,151.79,183.4,183.4
2015/7/3 17:00,10.76,151.79,259.4,259.4
2015/7/3 20:00,8.36,151.82,201.1,373
2015/7/3 23:00,18.34,151.85,431.7,603.4
2015/7/4 2:00,9.8,151.93,403.3,861.3
2015/7/4 5:00,6.55,152.09,3,926.1
2015/7/4 8:00,3.34,152.26,4,990.5
2015/7/4 11:00,0.92,152.38,278.3,974.8
2015/7/4 14:00,2.57,152.5,129.7,826
2015/7/4 17:00,5.65,152.6,182.9,763.2
2015/7/4 20:00,1.67,152.7,105.5,685.9
2015/7/4 23:00,0.59,152.73,443.2,617.3
2015/7/5 2:00,0.27,152.8,167.2,573.4
2015/7/5 5:00,0.13,152.9,3.6,583.8
2015/7/5 8:00,,152.94,274.1,506.3
2015/7/5 11:00,0.21,152.95,361.5,419.5
2015/7/5 14:00,0.33,152.99,108.3,340.5
2015/7/5 17:00,1.69,153,428.8,486.8
2015/7/5 20:00,1.72,152.99,361.2,303.1
2015/7/5 23:00,0.68,152.99,357.7,357.7
2015/7/6 2:00,1,153.02,93.1,268.7
2015/7/6 5:00,1.35,153.08,4,356.8
2015/7/6 8:00,0.51,153.06,436.6,318.9
2015/7/6 11:00,0.21,153.01,533.4,239.4
2015/7/6 14:00,5.59,153.02,272.9,331.8
2015/7/6 17:00,1.43,153,521.2,403.6
2015/7/6 20:00,0.92,153.01,337.4,396.2
2015/7/6 23:00,0.29,153,520.9,462.1
2015/7/7 2:00,0.56,152.98,400.3,284.2
2015/7/7 5:00,0.59,152.99,277.6,335.7
2015/7/7 8:00,0.53,152.98,361.2,303.1
2015/7/7 11:00,0.53,152.95,541.4,367.3
2015/7/7 14:00,0.07,152.95,343.9,343.9
2015/7/7 17:00,0.35,152.9,547.9,257.7
2015/7/7 20:00,1.15,152.84,548,199.8
2015/7/7 23:00,0.82,152.79,547.6,257.4
2015/7/8 2:00,0.61,152.75,547.4,315.4
2015/7/8 5:00,0.21,152.7,547.3,257.1
2015/7/8 8:00,0.61,152.64,547.4,199.2
2015/7/8 11:00,1.27,152.59,546.8,256.5
2015/7/8 14:00,0.75,152.57,421.5,305.5
2015/7/8 17:00,1.5,152.52,552,261.9
2015/7/8 20:00,5.56,152.48,552,319.9
2015/7/8 23:00,0.4,152.44,551.9,319.8
2015/7/9 2:00,1.21,152.41,551.9,377.9
2015/7/9 5:00,1.22,152.44,166.6,340.7
2015/7/9 8:00,0.39,152.41,522.2,348.1
2015/7/9 11:00,0.27,152.38,552.5,378.4
2015/7/9 14:00,0.14,152.35,526.8,352.7
