time,prcp,level,inflow,outflow
2022/11/29 11:00,0.5,145.56,121.6,385.9
2022/11/29 14:00,11.4,145.58,206.1,100.4
2022/11/29 17:00,12.5,145.62,211.4,0
2022/11/29 20:00,14,145.66,211.5,0
2022/11/29 23:00,12.3,145.71,265.8,1.5
2022/11/30 2:00,10.5,145.83,638.3,4
2022/11/30 5:00,17.9,145.98,796.9,4
2022/11/30 8:00,3.4,146.16,967,4
2022/11/30 11:00,1,146.35,1066.5,48.4
2022/11/30 14:00,1.2,146.46,780.9,191.5
2022/11/30 17:00,3.1,146.56,645.5,109.7
2022/11/30 20:00,0.5,146.66,538.3,2.5
2022/11/30 23:00,0.5,146.74,432.6,4
2022/12/1 2:00,2.7,146.81,379,4
2022/12/1 5:00,2.1,146.87,325.5,4
2022/12/1 8:00,0.4,146.92,271.9,4
2022/12/1 11:00,0.4,146.97,271.9,4
2022/12/1 14:00,2,147.01,219,4
2022/12/1 17:00,0.9,147.07,329.9,4
2022/12/1 20:00,0.4,147.1,166.9,4
,,,,
,,,,
,,,,
