time,prcp,level,inflow,outflow
2024/6/16 17:00,14.9,158.19,1792,1980
2024/6/16 20:00,21.49,158.33,2862.6,1985.3
2024/6/16 23:00,9.61,158.55,3441.8,2063.2
2024/6/17 2:00,2.89,158.66,3196.3,2506.9
2024/6/17 5:00,4.22,158.71,2828.3,2514.8
2024/6/17 8:00,4.11,158.69,2389.8,2515.1
2024/6/17 11:00,2.38,158.62,2071.5,2510.3
2024/6/17 14:00,1.83,158.51,1812.7,2502
2024/6/17 17:00,20.74,158.41,1864.1,2490.7
2024/6/17 20:00,5.12,158.38,2295.7,2483.7
2024/6/17 23:00,1.06,158.39,2547.5,2484.9
2024/6/18 2:00,2.58,158.57,2127.7,999.7
2024/6/18 5:00,2.36,158.75,1655.4,527.4
2024/6/18 8:00,4.63,158.87,1279.8,527.8
2024/6/18 11:00,4.02,158.98,1216.1,526.8
2024/6/18 14:00,1.56,159.07,1095.7,526.2
2024/6/18 17:00,0,159.16,1096.4,525.5
2024/6/18 20:00,0,159.24,1032,524.5
2024/6/18 23:00,0.17,159.3,905.4,524.7
2024/6/19 2:00,0.34,159.33,715.1,524.8
2024/6/19 5:00,0,159.37,778.6,524.9
2024/6/19 8:00,0,159.39,651.8,524.9
2024/6/19 11:00,0,159.39,525,525
