time,prcp,level,inflow,outflow
2022/6/20 11:00,1.07,155.27,474.7,535
2022/6/20 14:00,15.3,155.29,655.6,535
2022/6/20 17:00,32.9,155.42,1319.8,535.3
2022/6/20 20:00,6.11,155.81,2889.6,536
2022/6/20 23:00,0.79,156.38,3939.7,470.3
2022/6/21 2:00,¡¡,156.76,2851.9,529.3
2022/6/21 5:00,0.07,157,1997.2,530.2
2022/6/21 8:00,0.27,157.15,1458.9,530.5
2022/6/21 11:00,2.29,157.24,1085.4,528.2
2022/6/21 14:00,0.06,157.31,961.1,527.9
2022/6/21 17:00,1.21,157.36,844,534.5
2022/6/21 20:00,0.51,157.37,599.9,538
2022/6/21 23:00,,157.38,598.7,536.8
2022/6/22 2:00,,157.39,595.3,533.4
2022/6/22 5:00,,157.37,409.6,533.4
2022/6/22 8:00,,157.36,471.5,533.4
2022/6/22 11:00,,157.33,349.9,535.5
2022/6/22 14:00,,157.31,401.9,525.7
2022/6/22 17:00,,157.29,411.6,535.4
2022/6/22 20:00,,157.26,351.2,536.9
2022/6/22 23:00,,157.23,317.7,503.4
2022/6/23 2:00,,157.19,285,532.6
2022/6/23 5:00,,157.15,284.7,532.4
2022/6/23 8:00,,157.11,284.7,532.3
