time,prcp,level,inflow,outflow
2019/6/12 17:00,0.62,152.03,180.8,412.9
2019/6/12 20:00,0.68,152.01,234.5,350.6
2019/6/12 23:00,1.98,151.98,195.4,368
2019/6/13 2:00,1.42,151.97,169.4,226.6
2019/6/13 5:00,5.83,151.97,184.5,184.5
2019/6/13 8:00,15.69,151.96,190.6,247.8
2019/6/13 11:00,6.46,151.92,319.4,548.5
2019/6/13 14:00,14.87,151.92,516.2,516.2
2019/6/13 17:00,12.49,151.96,779.8,550.7
2019/6/13 20:00,5.56,152.13,1267.9,284.5
2019/6/13 23:00,0.48,152.37,1445.7,52.9
2019/6/14 2:00,0.07,152.58,1269.6,50.9
2019/6/14 5:00,0.07,152.77,1102.6,0
2019/6/14 8:00,0,152.88,813.8,175.5
2019/6/14 11:00,0.06,152.99,675.6,37.3
2019/6/14 14:00,0,153.04,557.8,264.6
2019/6/14 17:00,0.34,153.09,543.4,249.3
2019/6/14 20:00,,153.13,416.1,180.9
2019/6/14 23:00,,153.14,404.8,346
2019/6/15 2:00,,153.14,364.5,364.5
2019/6/15 5:00,,153.15,309.8,251
2019/6/15 8:00,,153.16,348.4,289.6
2019/6/15 11:00,,153.13,307,483.4
2019/6/15 14:00,,153.11,236.7,354.3
2019/6/15 17:00,,153.11,364.9,364.9
2019/6/15 20:00,,153.08,186.1,362.5
2019/6/15 23:00,,153.06,247.7,365.3
2019/6/16 2:00,,153.03,188.9,365.3
2019/6/16 5:00,,153.01,247.5,365.2
2019/6/16 8:00,,152.98,190.3,365.2
2019/6/16 11:00,,152.93,221.2,511.4
2019/6/16 14:00,,152.88,207.6,497.7
